value,serveur_id,diff,rolling_std,anomaly
0.134,24ae8d,0.0020000000000000018,0.029979993328885256,0
0.134,24ae8d,0.0,0.030199337741083073,0
0.066,24ae8d,-0.068,0.030199337741083073,0
0.134,24ae8d,0.068,0.030199337741083073,0
0.132,24ae8d,-0.0020000000000000018,0.030199337741083073,0
0.134,24ae8d,0.0020000000000000018,0.030199337741083073,0
0.132,24ae8d,-0.0020000000000000018,0.029979993328885256,0
0.068,24ae8d,-0.064,0.02908607914449805,0
0.132,24ae8d,0.064,0.028858274376684485,0
0.132,24ae8d,0.0,0.028858274376684485,0
0.134,24ae8d,0.0020000000000000018,0.028858274376684485,0
0.132,24ae8d,-0.0020000000000000018,0.028858274376684485,0
0.134,24ae8d,0.0020000000000000018,0.001095445115010993,0
0.134,24ae8d,0.0,0.0010954451150109537,0
0.134,24ae8d,0.0,0.0008944271910006261,0
0.066,24ae8d,-0.068,0.030199337741083073,0
0.132,24ae8d,0.066,0.030199337741083073,0
0.132,24ae8d,0.0,0.029979993328885256,0
0.066,24ae8d,-0.066,0.03652396473549945,0
0.136,24ae8d,0.07,0.03691612113968649,0
0.134,24ae8d,-0.0020000000000000018,0.030232432915662022,0
0.066,24ae8d,-0.068,0.037271973384837134,0
0.134,24ae8d,0.068,0.037619144062564835,0
0.2,24ae8d,0.066,0.04739198244429115,0
0.134,24ae8d,-0.066,0.04737932038347533,0
0.134,24ae8d,0.0,0.04737932038347533,0
0.066,24ae8d,-0.068,0.04737932038347533,0
0.132,24ae8d,0.066,0.04738354144637145,0
0.134,24ae8d,0.0020000000000000018,0.030199337741083052,0
0.066,24ae8d,-0.068,0.03688902275745464,0
0.136,24ae8d,0.07,0.037271973384837113,0
0.134,24ae8d,-0.0020000000000000018,0.030443390087176617,0
0.134,24ae8d,0.0,0.03064637009500478,0
0.066,24ae8d,-0.068,0.03761914406256482,0
0.134,24ae8d,0.068,0.030646370095004784,0
0.134,24ae8d,0.0,0.0304105244939972,0
0.134,24ae8d,0.0,0.0304105244939972,0
0.068,24ae8d,-0.066,0.03670422319025436,0
0.132,24ae8d,0.064,0.02930528962491249,0
0.134,24ae8d,0.0020000000000000018,0.02930528962491249,0
0.134,24ae8d,0.0,0.02930528962491249,0
0.068,24ae8d,-0.066,0.03579385422108111,0
0.134,24ae8d,0.066,0.029305289624912488,0
0.134,24ae8d,0.0,0.029516097302997285,0
0.134,24ae8d,0.0,0.029516097302997285,0
0.134,24ae8d,0.0,0.029516097302997285,0
0.134,24ae8d,0.0,0.0,0
0.134,24ae8d,0.0,0.0,0
0.066,24ae8d,-0.068,0.030410524493997202,0
0.134,24ae8d,0.068,0.030410524493997202,0
0.132,24ae8d,-0.0020000000000000018,0.030199337741083063,0
0.134,24ae8d,0.0020000000000000018,0.030199337741083063,0
0.066,24ae8d,-0.068,0.03688902275745464,0
0.132,24ae8d,0.066,0.029979993328885245,0
0.132,24ae8d,0.0,0.029752310834622642,0
0.066,24ae8d,-0.066,0.03652396473549944,0
0.134,24ae8d,0.068,0.03652396473549944,0
0.134,24ae8d,0.0,0.02997999332888525,0
0.136,24ae8d,0.0020000000000000018,0.03044339008717662,0
0.134,24ae8d,-0.0020000000000000018,0.030646370095004788,0
0.134,24ae8d,0.0,0.0008944271910003481,0
1.466,24ae8d,1.3319999999999999,0.5954655321678997,0
0.066,24ae8d,-1.4,0.603800629347138,0
0.134,24ae8d,0.068,0.60400927145202,0
0.134,24ae8d,0.0,0.60400927145202,0
0.134,24ae8d,0.0,0.60400927145202,0
0.134,24ae8d,0.0,0.030410524493998153,0
0.134,24ae8d,0.0,0.0,0
0.132,24ae8d,-0.0020000000000000018,0.0008944271910326376,0
0.066,24ae8d,-0.066,0.03019933774108402,0
0.134,24ae8d,0.068,0.03019933774108402,0
0.132,24ae8d,-0.0020000000000000018,0.02997999332888621,0
0.134,24ae8d,0.0020000000000000018,0.02997999332888621,0
0.066,24ae8d,-0.068,0.03688902275745543,0
0.134,24ae8d,0.068,0.03019933774108402,0
0.134,24ae8d,0.0,0.03019933774108402,0
0.134,24ae8d,0.0,0.030410524493998153,0
0.068,24ae8d,-0.066,0.03670422319025515,0
0.132,24ae8d,0.064,0.029305289624913477,0
0.134,24ae8d,0.0020000000000000018,0.029305289624913477,0
0.066,24ae8d,-0.068,0.036348314954067186,0
0.132,24ae8d,0.066,0.03598332947352238,0
0.134,24ae8d,0.0020000000000000018,0.029979993328886206,0
0.134,24ae8d,0.0,0.030199337741084017,0
0.066,24ae8d,-0.068,0.036889022757455425,0
0.134,24ae8d,0.068,0.030199337741084013,0
0.132,24ae8d,-0.0020000000000000018,0.030199337741084013,0
0.134,24ae8d,0.0020000000000000018,0.030199337741084013,0
0.066,24ae8d,-0.068,0.036889022757455425,0
0.136,24ae8d,0.07,0.030443390087177565,0
0.068,24ae8d,-0.068,0.0367314579073587,0
0.132,24ae8d,0.064,0.0367314579073587,0
0.132,24ae8d,0.0,0.03637581614204778,0
0.134,24ae8d,0.0020000000000000018,0.02933939331342864,0
0.134,24ae8d,0.0,0.029086079144499025,0
0.2,24ae8d,0.066,0.029979993328886123,0
0.066,24ae8d,-0.134,0.047383541446372066,0
0.134,24ae8d,0.068,0.04737932038347595,0
0.134,24ae8d,0.0,0.04737932038347595,0
0.068,24ae8d,-0.066,0.05570278269530224,0
0.132,24ae8d,0.064,0.03634831495406721,0
0.066,24ae8d,-0.066,0.03634831495406721,0
0.132,24ae8d,0.066,0.035983329473522396,0
0.136,24ae8d,0.0040000000000000036,0.0363758161420478,0
0.066,24ae8d,-0.07,0.03691612113968727,0
0.132,24ae8d,0.066,0.03691612113968727,0
0.134,24ae8d,0.0020000000000000018,0.030232432915662986,0
0.134,24ae8d,0.0,0.03044339008717759,0
0.066,24ae8d,-0.068,0.03688902275745544,0
0.134,24ae8d,0.068,0.030199337741084038,0
0.132,24ae8d,-0.0020000000000000018,0.030199337741084038,0
0.066,24ae8d,-0.066,0.03688902275745544,0
0.134,24ae8d,0.068,0.03688902275745544,0
0.134,24ae8d,0.0,0.030199337741084038,0
0.134,24ae8d,0.0,0.030199337741084038,0
0.066,24ae8d,-0.068,0.037245133910352175,0
0.134,24ae8d,0.068,0.03041052449399817,0
0.132,24ae8d,-0.0020000000000000018,0.030199337741084038,0
0.066,24ae8d,-0.066,0.03688902275745544,0
0.134,24ae8d,0.068,0.03688902275745544,0
0.134,24ae8d,0.0,0.030199337741084034,0
0.134,24ae8d,0.0,0.030199337741084034,0
0.068,24ae8d,-0.066,0.03670422319025517,0
0.134,24ae8d,0.066,0.02951609730299828,0
0.068,24ae8d,-0.066,0.03614968879534186,0
0.132,24ae8d,0.064,0.03579385422108193,0
0.134,24ae8d,0.0020000000000000018,0.03579385422108193,0
0.134,24ae8d,0.0,0.02930528962491349,0
0.066,24ae8d,-0.068,0.0363483149540672,0
0.134,24ae8d,0.068,0.03019933774108403,0
0.134,24ae8d,0.0,0.030410524493998163,0
0.134,24ae8d,0.0,0.030410524493998163,0
0.066,24ae8d,-0.068,0.03724513391035217,0
0.132,24ae8d,0.066,0.03019933774108403,0
0.134,24ae8d,0.0020000000000000018,0.03019933774108403,0
0.066,24ae8d,-0.068,0.03688902275745543,0
0.134,24ae8d,0.068,0.03688902275745543,0
0.134,24ae8d,0.0,0.030199337741084027,0
0.134,24ae8d,0.0,0.03041052449399816,0
0.066,24ae8d,-0.068,0.03724513391035217,0
0.134,24ae8d,0.068,0.030410524493998163,0
0.134,24ae8d,0.0,0.030410524493998163,0
0.132,24ae8d,-0.0020000000000000018,0.03019933774108403,0
0.134,24ae8d,0.0020000000000000018,0.03019933774108403,0
0.068,24ae8d,-0.066,0.02930528962491349,0
0.134,24ae8d,0.066,0.02930528962491349,0
0.132,24ae8d,-0.0020000000000000018,0.029086079144499042,0
0.066,24ae8d,-0.066,0.03634831495406719,0
0.134,24ae8d,0.068,0.03634831495406719,0
0.134,24ae8d,0.0,0.030199337741084027,0
0.066,24ae8d,-0.068,0.03688902275745543,0
0.132,24ae8d,0.066,0.03688902275745543,0
0.132,24ae8d,0.0,0.02997999332888622,0
0.134,24ae8d,0.0020000000000000018,0.02997999332888622,0
0.134,24ae8d,0.0,0.02997999332888622,0
0.132,24ae8d,-0.0020000000000000018,0.0010954451150375778,0
0.068,24ae8d,-0.064,0.02908607914449905,0
0.132,24ae8d,0.064,0.02908607914449905,0
0.132,24ae8d,0.0,0.028858274376685495,0
0.134,24ae8d,0.0020000000000000018,0.028858274376685495,0
0.066,24ae8d,-0.068,0.035983329473522396,0
0.134,24ae8d,0.068,0.029979993328886227,0
0.066,24ae8d,-0.068,0.036889022757455446,0
0.132,24ae8d,0.066,0.036889022757455446,0
0.136,24ae8d,0.0040000000000000036,0.03727197338483791,0
0.134,24ae8d,-0.0020000000000000018,0.030443390087177592,0
0.068,24ae8d,-0.066,0.03673145790735872,0
0.132,24ae8d,0.064,0.02933939331342867,0
0.132,24ae8d,0.0,0.02933939331342867,0
0.134,24ae8d,0.0020000000000000018,0.029086079144499056,0
0.134,24ae8d,0.0,0.029086079144499056,0
0.132,24ae8d,-0.0020000000000000018,0.0010954451150380232,0
0.066,24ae8d,-0.066,0.029979993328886245,0
0.134,24ae8d,0.068,0.03019933774108405,0
0.132,24ae8d,-0.0020000000000000018,0.029979993328886245,0
0.134,24ae8d,0.0020000000000000018,0.029979993328886245,0
0.134,24ae8d,0.0,0.03019933774108405,0
0.066,24ae8d,-0.068,0.03019933774108405,0
0.134,24ae8d,0.068,0.03019933774108405,0
0.2,24ae8d,0.066,0.04737932038347596,0
0.134,24ae8d,-0.066,0.04737932038347596,0
0.066,24ae8d,-0.068,0.05617828762075312,0
0.134,24ae8d,0.068,0.04737932038347596,0
0.136,24ae8d,0.0020000000000000018,0.04739198244429178,0
0.134,24ae8d,-0.0020000000000000018,0.030646370095005756,0
0.066,24ae8d,-0.068,0.03761914406256561,0
0.134,24ae8d,0.068,0.030646370095005752,0
0.134,24ae8d,0.0,0.030646370095005752,0
0.134,24ae8d,0.0,0.030410524493998177,0
0.134,24ae8d,0.0,0.030410524493998177,0
0.134,24ae8d,0.0,0.0,0
0.134,24ae8d,0.0,0.0,0
0.134,24ae8d,0.0,0.0,0
0.066,24ae8d,-0.068,0.030410524493998177,0
0.134,24ae8d,0.068,0.030410524493998177,0
0.134,24ae8d,0.0,0.030410524493998177,0
0.132,24ae8d,-0.0020000000000000018,0.030199337741084045,0
0.134,24ae8d,0.0020000000000000018,0.030199337741084045,0
0.134,24ae8d,0.0,0.0008944271910338422,0
0.066,24ae8d,-0.068,0.030199337741084045,0
0.134,24ae8d,0.068,0.030199337741084045,0
0.134,24ae8d,0.0,0.030410524493998177,0
0.132,24ae8d,-0.0020000000000000018,0.030199337741084045,0
0.132,24ae8d,0.0,0.029979993328886238,0
0.134,24ae8d,0.0020000000000000018,0.0010954451150380416,0
0.132,24ae8d,-0.0020000000000000018,0.0010954451150380726,0
0.066,24ae8d,-0.066,0.029752310834623652,0
0.132,24ae8d,0.066,0.029752310834623652,0
0.134,24ae8d,0.0020000000000000018,0.029979993328886245,0
0.132,24ae8d,-0.0020000000000000018,0.029752310834623652,0
0.134,24ae8d,0.0020000000000000018,0.029979993328886245,0
0.068,24ae8d,-0.066,0.029086079144499066,0
0.134,24ae8d,0.066,0.02930528962491351,0
0.134,24ae8d,0.0,0.02930528962491351,0
0.134,24ae8d,0.0,0.029516097302998298,0
0.134,24ae8d,0.0,0.029516097302998298,0
0.132,24ae8d,-0.0020000000000000018,0.0008944271910338497,0
0.204,24ae8d,0.07199999999999998,0.03154045021872797,0
0.066,24ae8d,-0.13799999999999998,0.048805737367650336,0
0.132,24ae8d,0.066,0.04881393243736936,0
0.134,24ae8d,0.0020000000000000018,0.04881393243736936,0
0.066,24ae8d,-0.068,0.05750478240981408,0
0.134,24ae8d,0.068,0.03688902275745547,0
0.134,24ae8d,0.0,0.030199337741084062,0
0.134,24ae8d,0.0,0.03041052449399819,0
0.066,24ae8d,-0.068,0.03724513391035219,0
0.134,24ae8d,0.068,0.03041052449399819,0
0.134,24ae8d,0.0,0.03041052449399819,0
0.134,24ae8d,0.0,0.03041052449399819,0
0.132,24ae8d,-0.0020000000000000018,0.03019933774108406,0
0.134,24ae8d,0.0020000000000000018,0.0008944271910343271,0
0.134,24ae8d,0.0,0.0008944271910343271,0
0.066,24ae8d,-0.068,0.03019933774108406,0
0.134,24ae8d,0.068,0.03019933774108406,0
0.136,24ae8d,0.0020000000000000018,0.030646370095005766,0
0.134,24ae8d,-0.0020000000000000018,0.030646370095005766,0
0.066,24ae8d,-0.068,0.037619144062565626,0
0.134,24ae8d,0.068,0.030646370095005766,0
0.134,24ae8d,0.0,0.030646370095005766,0
0.132,24ae8d,-0.0020000000000000018,0.03019933774108406,0
0.134,24ae8d,0.0020000000000000018,0.03019933774108406,0
0.134,24ae8d,0.0,0.0008944271910343271,0
0.134,24ae8d,0.0,0.0008944271910343271,0
0.068,24ae8d,-0.066,0.02930528962491352,0
0.134,24ae8d,0.066,0.029516097302998305,0
0.066,24ae8d,-0.068,0.03670422319025518,0
0.132,24ae8d,0.066,0.036348314954067214,0
0.132,24ae8d,0.0,0.0359833294735224,0
0.066,24ae8d,-0.066,0.03652396473550026,0
0.132,24ae8d,0.066,0.03614968879534188,0
0.134,24ae8d,0.0020000000000000018,0.029752310834623645,0
0.134,24ae8d,0.0,0.02997999332888624,0
0.134,24ae8d,0.0,0.03019933774108405,0
0.134,24ae8d,0.0,0.000894427191034024,0
0.132,24ae8d,-0.0020000000000000018,0.000894427191034024,0
0.134,24ae8d,0.0020000000000000018,0.000894427191034024,0
0.134,24ae8d,0.0,0.000894427191034024,0
0.066,24ae8d,-0.068,0.03019933774108405,0
0.134,24ae8d,0.068,0.03019933774108405,0
0.134,24ae8d,0.0,0.03041052449399818,0
0.134,24ae8d,0.0,0.03041052449399818,0
0.066,24ae8d,-0.068,0.03724513391035218,0
0.132,24ae8d,0.066,0.03019933774108405,0
0.132,24ae8d,0.0,0.029979993328886245,0
0.134,24ae8d,0.0020000000000000018,0.029979993328886245,0
0.066,24ae8d,-0.068,0.03652396473550026,0
0.136,24ae8d,0.07,0.030232432915663004,0
0.134,24ae8d,-0.0020000000000000018,0.030443390087177606,0
0.134,24ae8d,0.0,0.030646370095005766,0
0.132,24ae8d,-0.0020000000000000018,0.030443390087177606,0
0.068,24ae8d,-0.064,0.029549957698786367,0
0.132,24ae8d,0.064,0.029086079144499073,0
0.134,24ae8d,0.0020000000000000018,0.029086079144499073,0
0.066,24ae8d,-0.068,0.03598332947352242,0
0.132,24ae8d,0.066,0.03598332947352242,0
0.134,24ae8d,0.0020000000000000018,0.029979993328886248,0
0.134,24ae8d,0.0,0.030199337741084055,0
0.134,24ae8d,0.0,0.030199337741084055,0
0.066,24ae8d,-0.068,0.03019933774108405,0
0.134,24ae8d,0.068,0.030410524493998184,0
0.134,24ae8d,0.0,0.030410524493998184,0
0.134,24ae8d,0.0,0.030410524493998184,0
0.066,24ae8d,-0.068,0.03724513391035218,0
0.134,24ae8d,0.068,0.030410524493998184,0
0.066,24ae8d,-0.068,0.03724513391035218,0
0.134,24ae8d,0.068,0.03724513391035218,0
0.136,24ae8d,0.0020000000000000018,0.03761914406256562,0
0.136,24ae8d,0.0,0.030873937228673355,0
0.134,24ae8d,-0.0020000000000000018,0.030873937228673355,0
0.066,24ae8d,-0.068,0.030873937228673355,0
0.134,24ae8d,0.068,0.030873937228673355,0
0.134,24ae8d,0.0,0.03064637009500575,0
0.134,24ae8d,0.0,0.03041052449399817,0
0.066,24ae8d,-0.068,0.03724513391035218,0
0.134,24ae8d,0.068,0.03041052449399817,0
0.132,24ae8d,-0.0020000000000000018,0.030199337741084038,0
0.066,24ae8d,-0.066,0.036889022757455446,0
0.134,24ae8d,0.068,0.036889022757455446,0
0.134,24ae8d,0.0,0.030199337741084034,0
0.136,24ae8d,0.0020000000000000018,0.030443390087177585,0
0.066,24ae8d,-0.07,0.03761914406256561,0
0.134,24ae8d,0.068,0.030646370095005745,0
0.134,24ae8d,0.0,0.030646370095005745,0
0.066,24ae8d,-0.068,0.03761914406256561,0
0.134,24ae8d,0.068,0.03724513391035218,0
0.134,24ae8d,0.0,0.030410524493998184,0
0.066,24ae8d,-0.068,0.03724513391035218,0
0.134,24ae8d,0.068,0.03724513391035218,0
0.134,24ae8d,0.0,0.030410524493998184,0
0.066,24ae8d,-0.068,0.03724513391035218,0
0.132,24ae8d,0.066,0.03688902275745545,0
0.134,24ae8d,0.0020000000000000018,0.030199337741084045,0
0.134,24ae8d,0.0,0.030199337741084045,0
0.134,24ae8d,0.0,0.030199337741084045,0
0.066,24ae8d,-0.068,0.030199337741084045,0
0.132,24ae8d,0.066,0.030199337741084045,0
0.068,24ae8d,-0.064,0.036348314954067214,0
0.132,24ae8d,0.064,0.0359833294735224,0
0.134,24ae8d,0.0020000000000000018,0.0359833294735224,0
0.066,24ae8d,-0.068,0.0359833294735224,0
0.134,24ae8d,0.068,0.036348314954067214,0
0.136,24ae8d,0.0020000000000000018,0.0304433900871776,0
0.068,24ae8d,-0.068,0.03707829553795678,0
0.134,24ae8d,0.066,0.03707829553795678,0
0.134,24ae8d,0.0,0.02975231083462364,0
0.134,24ae8d,0.0,0.02975231083462364,0
0.066,24ae8d,-0.068,0.03670422319025518,0
0.134,24ae8d,0.068,0.030410524493998184,0
0.134,24ae8d,0.0,0.030410524493998184,0
0.134,24ae8d,0.0,0.030410524493998184,0
0.132,24ae8d,-0.0020000000000000018,0.03019933774108405,0
0.066,24ae8d,-0.066,0.03019933774108405,0
0.134,24ae8d,0.068,0.03019933774108405,0
0.134,24ae8d,0.0,0.03019933774108405,0
0.198,24ae8d,0.064,0.04668190227486516,0
0.134,24ae8d,-0.064,0.04668190227486516,0
0.134,24ae8d,0.0,0.02862167011199832,0
0.136,24ae8d,0.0020000000000000018,0.028411265371328636,0
0.132,24ae8d,-0.0040000000000000036,0.02865658737533236,0
0.066,24ae8d,-0.066,0.030443390087177606,0
0.132,24ae8d,0.066,0.030232432915663007,0
0.066,24ae8d,-0.066,0.036916121139687286,0
0.134,24ae8d,0.068,0.036523964735500264,0
0.132,24ae8d,-0.0020000000000000018,0.036523964735500264,0
0.068,24ae8d,-0.064,0.03598332947352241,0
0.134,24ae8d,0.066,0.03634831495406722,0
0.134,24ae8d,0.0,0.029305289624913532,0
0.134,24ae8d,0.0,0.029305289624913532,0
0.134,24ae8d,0.0,0.02951609730299832,0
1.534,24ae8d,1.4,0.6260990336999411,0
0.134,24ae8d,-1.4,0.6260990336999411,0
0.134,24ae8d,0.0,0.6260990336999411,0
0.066,24ae8d,-0.068,0.6343853718363941,0
0.134,24ae8d,0.068,0.6343853718363941,0
0.068,24ae8d,-0.066,0.03670422319025514,0
0.132,24ae8d,0.064,0.03634831495406717,0
0.134,24ae8d,0.0020000000000000018,0.03634831495406717,0
0.066,24ae8d,-0.068,0.03634831495406717,0
0.132,24ae8d,0.066,0.03598332947352236,0
0.134,24ae8d,0.0020000000000000018,0.02997999332888621,0
0.134,24ae8d,0.0,0.03019933774108402,0
0.134,24ae8d,0.0,0.03019933774108402,0
0.068,24ae8d,-0.066,0.029305289624913477,0
0.134,24ae8d,0.066,0.029516097302998267,0
0.132,24ae8d,-0.0020000000000000018,0.029305289624913477,0
0.066,24ae8d,-0.066,0.036348314954067165,0
0.132,24ae8d,0.066,0.03598332947352236,0
0.134,24ae8d,0.0020000000000000018,0.029979993328886224,0
0.066,24ae8d,-0.068,0.03652396473550021,0
0.134,24ae8d,0.068,0.03688902275745541,0
0.134,24ae8d,0.0,0.03019933774108404,0
0.134,24ae8d,0.0,0.030410524493998174,0
0.134,24ae8d,0.0,0.030410524493998174,0
0.066,24ae8d,-0.068,0.030410524493998174,0
0.134,24ae8d,0.068,0.030410524493998174,0
0.066,24ae8d,-0.068,0.03724513391035214,0
0.134,24ae8d,0.068,0.03724513391035214,0
0.134,24ae8d,0.0,0.03724513391035214,0
0.132,24ae8d,-0.0020000000000000018,0.03019933774108404,0
0.066,24ae8d,-0.066,0.03688902275745541,0
0.132,24ae8d,0.066,0.02997999332888623,0
0.066,24ae8d,-0.066,0.036523964735500215,0
0.134,24ae8d,0.068,0.036523964735500215,0
0.132,24ae8d,-0.0020000000000000018,0.036523964735500215,0
0.134,24ae8d,0.0020000000000000018,0.029979993328886234,0
0.134,24ae8d,0.0,0.030199337741084045,0
0.068,24ae8d,-0.066,0.029305289624913508,0
0.134,24ae8d,0.066,0.029305289624913508,0
0.066,24ae8d,-0.068,0.03670422319025515,0
0.134,24ae8d,0.068,0.03670422319025515,0
0.132,24ae8d,-0.0020000000000000018,0.036348314954067186,0
0.066,24ae8d,-0.066,0.036889022757455425,0
0.134,24ae8d,0.068,0.036889022757455425,0
0.066,24ae8d,-0.068,0.036889022757455425,0
0.132,24ae8d,0.066,0.03652396473550023,0
0.132,24ae8d,0.0,0.03652396473550023,0
0.134,24ae8d,0.0020000000000000018,0.02997999332888623,0
0.066,24ae8d,-0.068,0.03652396473550023,0
0.134,24ae8d,0.068,0.02997999332888623,0
0.132,24ae8d,-0.0020000000000000018,0.02997999332888623,0
0.068,24ae8d,-0.064,0.036348314954067186,0
0.134,24ae8d,0.066,0.036348314954067186,0
0.134,24ae8d,0.0,0.0293052896249135,0
0.066,24ae8d,-0.068,0.036348314954067186,0
0.134,24ae8d,0.068,0.03670422319025515,0
0.134,24ae8d,0.0,0.03041052449399818,0
0.134,24ae8d,0.0,0.03041052449399818,0
0.134,24ae8d,0.0,0.03041052449399818,0
0.132,24ae8d,-0.0020000000000000018,0.000894427191034717,0
0.066,24ae8d,-0.066,0.03019933774108404,0
0.134,24ae8d,0.068,0.03019933774108404,0
0.066,24ae8d,-0.068,0.03688902275745541,0
0.132,24ae8d,0.066,0.036523964735500215,0
0.134,24ae8d,0.0020000000000000018,0.03688902275745541,0
0.066,24ae8d,-0.068,0.03688902275745541,0
0.134,24ae8d,0.068,0.03688902275745541,0
0.134,24ae8d,0.0,0.03019933774108404,0
0.134,24ae8d,0.0,0.030410524493998174,0
0.066,24ae8d,-0.068,0.03724513391035215,0
0.134,24ae8d,0.068,0.030410524493998174,0
0.134,24ae8d,0.0,0.030410524493998174,0
0.132,24ae8d,-0.0020000000000000018,0.03019933774108404,0
0.134,24ae8d,0.0020000000000000018,0.03019933774108404,0
0.066,24ae8d,-0.068,0.03019933774108404,0
0.132,24ae8d,0.066,0.02997999332888623,0
0.132,24ae8d,0.0,0.029752310834623635,0
0.066,24ae8d,-0.066,0.036523964735500215,0
0.134,24ae8d,0.068,0.036523964735500215,0
0.132,24ae8d,-0.0020000000000000018,0.029752310834623635,0
0.068,24ae8d,-0.064,0.03598332947352237,0
0.132,24ae8d,0.064,0.03598332947352237,0
0.134,24ae8d,0.0020000000000000018,0.029086079144499056,0
0.134,24ae8d,0.0,0.029086079144499056,0
